Set_value	Mon_value	Metex	Std
749.700000	749.699980	0.002970	0.001633
749.800000	749.799970	0.002210	0.000500
749.900000	749.899970	0.001710	0.000677
750.000000	749.999950	0.001280	0.000132
750.100000	750.099950	0.001210	0.000032
750.200000	750.199980	0.001440	0.000350
750.300000	750.299980	0.001280	0.000103
750.400000	750.399950	0.001420	0.000627
750.500000	750.499970	0.002050	0.001048
750.600000	750.599980	0.001620	0.000954
750.700000	750.699980	0.001700	0.000827
750.800000	750.799970	0.002010	0.001180
750.900000	750.899980	0.003260	0.001520
751.000000	750.999970	0.001380	0.000346
751.100000	751.099980	0.001410	0.000296
751.200000	751.199980	0.001220	0.000042
751.300000	751.299970	0.001330	0.000343
751.400000	751.399980	0.001350	0.000292
751.500000	751.499970	0.001240	0.000052
751.600000	751.599970	0.001310	0.000110
751.700000	751.699990	0.001960	0.001022
751.800000	751.799970	0.001620	0.000646
751.900000	751.899980	0.001360	0.000334
752.000000	751.999980	0.002320	0.000770
752.100000	752.099950	0.001540	0.000353
752.200000	752.199970	0.001900	0.000629
752.300000	752.299990	0.003130	0.001228
752.400000	752.399960	0.001470	0.000389
752.500000	752.499960	0.001290	0.000191
752.600000	752.599970	0.001770	0.000589
752.700000	752.699970	0.001230	0.000048
752.800000	752.799990	0.002340	0.001186
752.900000	752.899980	0.001410	0.000367
753.000000	752.999970	0.001220	0.000042
753.100000	753.099950	0.001280	0.000063
753.200000	753.199980	0.001440	0.000486
753.300000	753.299980	0.001260	0.000084
753.400000	753.399970	0.001250	0.000127
753.500000	753.499990	0.001360	0.000320
753.600000	753.599990	0.001200	0.000067
753.700000	753.699960	0.001200	0.000047
753.800000	753.799980	0.001220	0.000042
753.900000	753.899980	0.001480	0.000541
754.000000	753.999980	0.001460	0.000659
754.100000	754.099960	0.001350	0.000232
754.200000	754.199970	0.001830	0.000627
754.300000	754.299980	0.001480	0.000405
754.400000	754.399990	0.002720	0.001354
754.500000	754.499970	0.001660	0.000814
754.600000	754.599990	0.001330	0.000309
754.700000	754.699970	0.001250	0.000071
754.800000	754.799980	0.002000	0.000727
754.900000	754.899990	0.003010	0.001497
755.000000	754.999970	0.002070	0.000662
755.100000	755.099980	0.001550	0.000675
755.200000	755.199990	0.001220	0.000042
755.300000	755.299970	0.001910	0.000637
755.400000	755.399970	0.001300	0.000149
755.500000	755.499940	0.001300	0.000170
755.600000	755.599970	0.001430	0.000595
755.700000	755.699980	0.001470	0.000267
755.800000	755.799970	0.001850	0.000525
755.900000	755.899990	0.001420	0.000225
756.000000	755.999960	0.001940	0.000942
756.100000	756.099980	0.003760	0.001768
756.200000	756.199990	0.001830	0.000907
756.300000	756.299960	0.001610	0.000703
756.400000	756.399970	0.002180	0.000874
756.500000	756.499980	0.001690	0.000759
756.600000	756.599960	0.001590	0.000500
756.700000	756.699980	0.001470	0.000593
756.800000	756.799980	0.002130	0.001407
756.900000	756.899980	0.002000	0.001086
757.000000	756.999950	0.002270	0.001216
757.100000	757.099980	0.001510	0.000468
757.200000	757.199990	0.001360	0.000217
757.300000	757.299990	0.001540	0.000838
757.400000	757.399970	0.001210	0.000074
757.500000	757.499980	0.001490	0.000470
757.600000	757.599980	0.001380	0.000305
757.700000	757.699980	0.001280	0.000187
757.800000	757.799970	0.001310	0.000152
757.900000	757.899980	0.001400	0.000271
758.000000	757.999990	0.001230	0.000048
758.100000	758.099980	0.001440	0.000626
758.200000	758.199960	0.001580	0.000567
758.300000	758.299980	0.001330	0.000245
758.400000	758.399980	0.001310	0.000213
758.500000	758.499970	0.001300	0.000254
758.600000	758.599970	0.001520	0.000547
758.700000	758.699980	0.001290	0.000137
758.800000	758.800000	0.001330	0.000267
758.900000	758.899980	0.001390	0.000233
759.000000	758.999940	0.002350	0.001028
759.100000	759.099980	0.001430	0.000306
759.200000	759.199950	0.001230	0.000170
759.300000	759.299970	0.001560	0.000643
759.400000	759.399990	0.001600	0.000442
759.500000	759.499960	0.001300	0.000163
759.600000	759.599980	0.001480	0.000676
759.700000	759.699960	0.001710	0.000713
759.800000	759.799980	0.001790	0.000823
759.900000	759.899970	0.002630	0.001443
760.000000	759.999980	0.001770	0.001029
760.100000	760.099960	0.001260	0.000126
760.200000	760.199990	0.002900	0.001551
760.300000	760.299960	0.001220	0.000042
